,AgentStats.Q0_025,AgentStats.Q0_500,AgentStats.Q0_975,Alg,Samples
1,0.015706409035391514,0.015830212638022707,0.01595465462276424,IPS Likelihood,2000
2,0.015502267394857223,0.015624817686854336,0.015748001870966366,IPS Likelihood,4000
3,0.016840768924741206,0.016968692865982522,0.01709725177726673,IPS Likelihood,6000
4,0.01689343807116868,0.017021452503603603,0.01715010079080248,IPS Likelihood,8000
5,0.01588485316200698,0.016008981080895844,0.016133743417721114,IPS Likelihood,10000
6,0.017425167731323462,0.01755531524382775,0.01768609758437134,IPS Likelihood,12000
7,0.015787820152881847,0.015911742775419544,0.01603630166357528,IPS Likelihood,14000
8,0.017579145263908066,0.017709946680384864,0.017841383605236905,IPS Likelihood,16000
0,0.015362624360529637,0.015484919576812826,0.015607851869314682,Contextual Bandit - no log,1000
1,0.016517166366784554,0.016644131263781177,0.016771734100720415,Contextual Bandit - no log,2000
2,0.015882973079305748,0.016007137313468093,0.016131936412382086,Contextual Bandit - no log,4000
3,0.01595974655576127,0.01608423009418065,0.016209348650841005,Contextual Bandit - no log,6000
4,0.01634297534455783,0.016468745622506366,0.01659514867765788,Contextual Bandit - no log,8000
5,0.01673178901048907,0.01685924143977806,0.016987328341639296,Contextual Bandit - no log,10000
6,0.016866552539862804,0.016994672590065065,0.01712342856871929,Contextual Bandit - no log,12000
7,0.017020692509949767,0.017149459418142922,0.01727886277830115,Contextual Bandit - no log,14000
8,0.01671860881755755,0.016846182237419956,0.01697439184082683,Contextual Bandit - no log,16000
0,0.014745665083434273,0.014865440549507673,0.014985853057643106,Contextual Bandit - with log,1000
1,0.015611750695141811,0.015735156527115327,0.01585920055128187,Contextual Bandit - with log,2000
2,0.016678903202464783,0.01680608069020681,0.016933891953271885,Contextual Bandit - with log,4000
3,0.0169050378962153,0.017033220942307102,0.0171620390699323,Contextual Bandit - with log,6000
4,0.0171999266945927,0.017329095266280337,0.017458897484017633,Contextual Bandit - with log,8000
5,0.017265306847089573,0.017394827372579524,0.017524982546408108,Contextual Bandit - with log,10000
6,0.017382648131830665,0.017512665546262286,0.017643318095602156,Contextual Bandit - with log,12000
7,0.01752436013439792,0.01765498947102885,0.017786254661116607,Contextual Bandit - with log,14000
8,0.017594110149124164,0.017724973206237928,0.01785647181828731,Contextual Bandit - with log,16000
0,0.015974554467584702,0.016099329489258445,0.016224741900803474,POEM (lambda = 2.0 - no log),1000
1,0.016476456264717606,0.016603233238285664,0.016730647860429104,POEM (lambda = 2.0 - no log),2000
2,0.0171145827222385,0.017243531633159663,0.017373115236692716,POEM (lambda = 2.0 - no log),4000
3,0.016783876111686052,0.016911633078318743,0.017040025541647186,POEM (lambda = 2.0 - no log),6000
4,0.016165286593152438,0.016290479156365605,0.016416305697894873,POEM (lambda = 2.0 - no log),8000
5,0.016637772757589403,0.016764843793485064,0.016892549132226375,POEM (lambda = 2.0 - no log),10000
6,0.016983738276063264,0.01711229204217702,0.017241481559091665,POEM (lambda = 2.0 - no log),12000
7,0.01649831815377297,0.016625054620960804,0.016752427474547416,POEM (lambda = 2.0 - no log),14000
8,0.017493744562669177,0.017624297958156322,0.017755487597898356,POEM (lambda = 2.0 - no log),16000
0,0.014700555419605622,0.014820151926943402,0.014940385551116098,POEM (lambda = 0.25 - with log),1000
1,0.015612627236709739,0.015736030814164942,0.015860072525192837,POEM (lambda = 0.25 - with log),2000
2,0.01667663784946725,0.01680380405407068,0.016931604008655454,POEM (lambda = 0.25 - with log),4000
3,0.016905553794336774,0.017033738776569853,0.017162558839943887,POEM (lambda = 0.25 - with log),6000
4,0.017202081653077912,0.017331251866153207,0.01746105566092704,POEM (lambda = 0.25 - with log),8000
5,0.017264169666459828,0.0173936865399862,0.017523838067312503,POEM (lambda = 0.25 - with log),10000
6,0.01737900064393029,0.017509004440885677,0.017639643376247793,POEM (lambda = 0.25 - with log),12000
7,0.017524693252963464,0.017655324094130728,0.01778659078927769,POEM (lambda = 0.25 - with log),14000
8,0.017593785360848005,0.017724644114776925,0.017856138395006993,POEM (lambda = 0.25 - with log),16000
